artikel_id;udbud_id;url;udd6;Titel;Educational_Category;displaydocclass;kaldenavn;hovedinst;hovedinsttx;instkommune;instkommunetx;instregion;instregiontx;afbrud_statusaar;afbrud_n;afbrud;afbrud_aggr;timetal_statusaar;timetal_OfSupervision;timetal_WithFewStudents;timetal_WithManyStudents;branche_statusaar;branche_n;branchepct1;branchepct2;branchepct3;branchepct4;branchetxt1;branchetxt2;branchetxt3;branchetxt4;offt_privat;ledighed_nyudd_statusaar;ledighed_nyudd_n;ledighed_nyudd;ledighed_nyudd_aggr;maanedloen_nyudd_statusaar;maanedloen_nyudd_n;maanedloen_nyudd;maanedloenp25_nyudd;maanedloenp75_nyudd;maanedloen_nyudd_aggr;ledighed_10aar_statusaar;ledighed_10aar_n;ledighed_10aar;ledighed_10aar_aggr;maanedloen_10aar_statusaar;maanedloen_10aar_n;maanedloen_10aar;maanedloenp25_10aar;maanedloenp75_10aar;maanedloen_10aar_aggr;studbesvarelser_antal;studbesvarelser_pct;fagligmiljo_statusaar;fagligmiljo_n;fagligmiljo_ntotal;fagligmiljo_likert;arbmedstud_statusaar;arbmedstud_n;arbmedstud_ntotal;arbmedstud_likert;medstuderende_n;medstuderende_ntotal;medstuderende_likert;medstuderende_statusaar;socialtmiljo_statusaar;socialtmiljo_n;socialtmiljo_ntotal;socialtmiljo_likert;tidsforbrug_p50;tidsforbrug_undv_pct;tidsforbrug_n;tidsforbrug_arbejde;tidsforbrug_arbejde_n;tidsforbrug_studjob_pct;udb_undervisning_statusaar;udbytte_undervisning_n;udbytte_undervisning_ntotal;udbytte_undervisning_likert;uddaktivitet_opgaver_pct;uddaktivitet_praktik_pct;uddaktivitet_statusaar;uddaktivitet_udlandsophold_pct;uddaktivitet_undervisning_pct;und_engagerede_statusaar;undervisere_engagerede_n;undervisere_engagerede_ntotal;undervisere_engagerede_likert;und_feedback_statusaar;undervisere_feedback_n;undervisere_feedback_ntotal;undervisere_feedback_likert;und_hjaelp_statusaar;undervisere_hjaelp_n;undervisere_hjaelp_ntotal;undervisere_hjaelp_likert;und_kontakt_statusaar;undervisere_kontakt_n;undervisere_kontakt_ntotal;undervisere_kontakt_likert;undervisningsform_statusaar;undervisningsform_n;undervisningsform_p1;undervisningsform_p2;undervisningsform_p3;undervisningsform_p4;undervisningsform_p5;ensom_statusaar;ensom_n;ensom_ntotal;ensom_likert;ensom_altid;ensom_ofte;ensom_nogle;ensom_sjaeldent;ensom_aldrig;stress_daglig_statusaar;stress_daglig_n;stress_daglig_ntotal;stress_daglig_likert;stress_daglig_altid;stress_daglig_ofte;stress_daglig_nogle;stress_daglig_sjaeldent;stress_daglig_aldrig;tilpas_statusaar;tilpas_n;tilpas_ntotal;tilpas_likert;dimbesvarelser_antal;dimbesvarelser_pct;foerstejob_statusaar;foerstejob_n;foerstejob1pct;foerstejob1tx;foerstejob2pct;foerstejob2tx;foerstejob3pct;foerstejob3tx;foerstejob4pct;foerstejob4tx;arbejdsform_statusaar;arbejdsform_n;arbejdsform_fastedagtimer_pct;arbejdsform_faste_aften_nat_pct;arbejdsform_fleksible_pct;arbejdsform_skiftende_pct;arbejdsform_tilretteselv_pct;arbejdsform_andet_pct;arbejdsform_andet_pct2;arbejdstid_statusaar;arbejdstid_n;arbejdstid_timer;jobskabende_statusaar;jobskabende_n;jobskabende_p1;jobskabende_p2;jobskabende_p3;jobskabende_p4;jobskabende_p5;kompetencerudd_statusaar;kompetencerudd_n;kompetencerudd_p1;kompetencerudd_p2;kompetencerudd_p3;kompetencerudd_p4;kompetencerudd_p5;rel_over_udd_job_statusaar;relevans_overens_udd_job_n;relevans_overens_udd_job_ntotal;relevans_overens_udd_job_likert;ruster_til_job_statusaar;ruster_til_job_n;ruster_til_job_ntotal;ruster_til_job_likert;udlandet_statusaar;udlandet_n;udlandet_dk25_pct;udlandet_dk_pct;udlandet_udlandet_pct;hyppigsteid1;hyppigsteid2;hyppigsteid3;hyppigstepct1;hyppigstepct2;hyppigstepct3;hyppigstetx1;hyppigstetx2;hyppigstetx3;hyppigste_statusaar;hyppigste_n
udb2-kanditoplevelsesdesign;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/humanistiskekandidatuddannelser/oevrigehumaniora/oplevelsesdesign;309362;Oplevelsesdesign;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;70;14;;E2022F2023;102;104;8;201911-202111;284;24;20;10;46;Information og kommunikation;Handel;Kultur og fritid;Øvrige brancher;83;201910-202306;65;28;;201901-202112;41;31.4;25.7;34.4;;Ingen data;;;;Ingen data;;;;;;13;46;202310-202312;12;12;3,92;202310-202312;13;13;4,31;13;13;4,08;202310-202312;202310-202312;12;12;3,50;34,5;49;12;;;;202310-202312;13;13;3,69;25,00;25,00;E2022F2023;0,00;50,00;202310-202312;12;12;4,42;202310-202312;12;13;3,33;202310-202312;12;12;3,50;202310-202312;12;12;3,33;202310-202312;13;Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);202310-202312;11;11;3,64;0,00;9,00;27,00;55,00;9,00;202310-202312;10;11;3,70;0,00;10,00;30,00;40,00;20,00;202310-202312;12;12;3,92;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kanditsecuritycloudcomputing;173405;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/security-and-cloud-computing;;Security and Cloud Computing;Universitetsuddannelser;Kandidatuddannelse;;173405;Danmarks Tekniske Universitet;173;Lyngby-Taarbæk;1084;Hovedstaden;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kanditsecuritycloudcomputing;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/security-and-cloud-computing;;Security and Cloud Computing;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;Ingen data;;;;Ingen data;;;;;;Ingen data;;;;Ingen data;;;;;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;Ingen data;;;;;;;;;;Ingen data;;;;;;Ingen data;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kanditsoftwarekonstr;851416;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/digitalisering-og-applikationsudvikling;310,462,310,762;Digitalisering og applikationsudvikling;Universitetsuddannelser;Kandidatuddannelse;;851446;Aalborg Universitet;851;Aalborg;1081;Nordjylland;201910-202209;67;10;;E2022F2023;147;134;44;201911-202111;148;45;9;8;37;Information og kommunikation;Offentlig administration, forsvar og politi;Industri;Øvrige brancher;81;201910-202306;69;15;;201901-202112;25;35.3;29.7;41.9;;Ingen data;;;;Ingen data;;;;;;19;40;202310-202312;19;19;4,21;202310-202312;19;19;3,84;19;19;4,11;202310-202312;202310-202312;19;19;3,79;40,0;42;19;8,0;14;83;202310-202312;19;19;4,00;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;19;19;4,32;202310-202312;17;19;3,76;202310-202312;18;19;3,72;202310-202312;19;19;4,16;202310-202312;19;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);202310-202312;19;19;3,68;5,00;0,00;37,00;37,00;21,00;202310-202312;19;19;3,00;0,00;37,00;37,00;16,00;11,00;202310-202312;19;19;4,26;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kanditsoftwarekonstr;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/digitalisering-og-applikationsudvikling;310,462,310,762;Digitalisering og applikationsudvikling;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;67;10;;E2022F2023;147;134;44;201911-202111;148;45;9;8;37;Information og kommunikation;Offentlig administration, forsvar og politi;Industri;Øvrige brancher;81;201910-202306;69;15;;201901-202112;25;35.3;29.7;41.9;;Ingen data;;;;Ingen data;;;;;;19;40;202310-202312;19;19;4,21;202310-202312;19;19;3,84;19;19;4,11;202310-202312;202310-202312;19;19;3,79;40,0;42;19;8,0;14;83;202310-202312;19;19;4,00;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;19;19;4,32;202310-202312;17;19;3,76;202310-202312;18;19;3,72;202310-202312;19;19;4,16;202310-202312;19;Projektarbejde (både individuelt og i grupper);Selvstudie (forberedelse, læsning, hjemmeopgaver);Klasseundervisning (holdundervisning);Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);202310-202312;19;19;3,68;5,00;0,00;37,00;37,00;21,00;202310-202312;19;19;3,00;0,00;37,00;37,00;16,00;11,00;202310-202312;19;19;4,26;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kanditwebkommunikation;621406;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/webkommunikation;316,362,318,062,318,000,000,000;Webkommunikation;Universitetsuddannelser;Kandidatuddannelse;;461437;Syddansk Universitet;621;Kolding;1083;Syddanmark;201910-202209;299;12;;E2022F2023;7;28;105;201911-202111;989;22;15;11;52;Information og kommunikation;Handel;Undervisning;Øvrige brancher;69;201910-202306;242;18;;201901-202112;121;32;26.5;38;;201910-202306;22;0;;201901-202112;10;44.3;40.3;48.5;;71;39;202310-202312;61;64;3,93;202310-202312;67;67;3,78;67;67;3,93;202310-202312;202310-202312;61;64;3,57;29,0;45;59;15,0;46;92;202310-202312;68;68;3,49;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;64;64;4,09;202310-202312;65;66;3,75;202310-202312;60;64;3,57;202310-202312;60;64;4,08;202310-202312;70;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);202310-202312;59;60;3,66;2,00;10,00;37,00;22,00;29,00;202310-202312;59;60;3,39;7,00;15,00;31,00;27,00;20,00;202310-202312;62;64;3,95;49;29;202310-202312;44;59;Jeg søgte og blev ansat efter et stillingsopslag;16;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;9;Andet;7;Jeg blev headhuntet;202310-202312;44;30;0;59;0;9;2;2;202310-202312;44;37;202310-202312;43;De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202310-202312;41;IT-færdigheder;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;Kreative og innovative kompetencer;Tilegnelse af ny viden;202310-202312;43;43;3,35;202310-202312;43;43;3,44;202310-202312;44;7;86;7;;;;;;;;;;Ingen data;
udb2-kanditwebkommunikation;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/tekniskvidenskabeligekandidatuddannelser/oevrigetekniskvidenskab/webkommunikation;316,362,318,062,318,000,000,000;Webkommunikation;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;299;12;;E2022F2023;7;28;105;201911-202111;989;22;15;11;52;Information og kommunikation;Handel;Undervisning;Øvrige brancher;69;201910-202306;242;18;;201901-202112;121;32;26.5;38;;201910-202306;44;0;;201901-202112;10;44.3;40.3;48.5;;71;39;202310-202312;61;64;3,93;202310-202312;67;67;3,78;67;67;3,93;202310-202312;202310-202312;61;64;3,57;29,0;45;59;15,0;46;92;202310-202312;68;68;3,49;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;64;64;4,09;202310-202312;65;66;3,75;202310-202312;60;64;3,57;202310-202312;60;64;4,08;202310-202312;70;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);Projektarbejde (både individuelt og i grupper);Forelæsninger;Gruppearbejde (læsegruppe, studiegruppe);202310-202312;59;60;3,66;2,00;10,00;37,00;22,00;29,00;202310-202312;59;60;3,39;7,00;15,00;31,00;27,00;20,00;202310-202312;62;64;3,95;49;29;202310-202312;44;59;Jeg søgte og blev ansat efter et stillingsopslag;16;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;9;Andet;7;Jeg blev headhuntet;202310-202312;44;30;0;59;0;9;2;2;202310-202312;44;37;202310-202312;43;De kompetencer, jeg fik fra uddannelsen;Jeg har den uddannelse, som er en forudsætning for jobbet;Studiejob;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);202310-202312;41;IT-færdigheder;Formidlingsevner;Min evne til at arbejde struktureret og overholde deadlines;Kreative og innovative kompetencer;Tilegnelse af ny viden;202310-202312;43;43;3,35;202310-202312;43;43;3,44;202310-202312;44;7;86;7;;;;;;;;;;Ingen data;
udb2-kanligtingdesign;151413;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/oevrigenaturvidenskab/lighting-design;801962;Lighting Design;Universitetsuddannelser;Kandidatuddannelse;;851446;Aalborg Universitet;101;København;1084;Hovedstaden;201910-202209;85;9;;E2022F2023;77;138;0;201911-202111;153;37;29;6;29;Videnservice;Handel;Information og kommunikation;Øvrige brancher;89;201910-202306;69;24;;201901-202112;24;27.45;20.65;33.8;;Ingen data;;;;Ingen data;;;;;;22;49;202310-202312;20;20;4,00;202310-202312;22;22;3,91;22;22;4,05;202310-202312;202310-202312;20;20;3,85;37,0;34;17;;;;202310-202312;22;22;4,14;25,00;25,00;E2022F2023;0,00;50,00;202310-202312;22;22;4,09;202310-202312;22;22;4,09;202310-202312;22;22;3,73;202310-202312;21;22;4,38;202310-202312;22;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);202310-202312;19;19;3,42;11,00;0,00;42,00;32,00;16,00;202310-202312;18;19;3,11;6,00;28,00;39,00;6,00;22,00;202310-202312;20;20;4,00;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-kanligtingdesign;999999;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/naturvidenskabeligekandidatuddannelser/oevrigenaturvidenskab/lighting-design;801962;Lighting Design;Universitetsuddannelser;Kandidatuddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;85;9;;E2022F2023;77;138;0;201911-202111;153;37;29;6;29;Videnservice;Handel;Information og kommunikation;Øvrige brancher;89;201910-202306;69;24;;201901-202112;24;27.45;20.65;33.8;;Ingen data;;;;Ingen data;;;;;;22;49;202310-202312;20;20;4,00;202310-202312;22;22;3,91;22;22;4,05;202310-202312;202310-202312;20;20;3,85;37,0;34;17;;;;202310-202312;22;22;4,14;25,00;25,00;E2022F2023;0,00;50,00;202310-202312;22;22;4,09;202310-202312;22;22;4,09;202310-202312;22;22;3,73;202310-202312;21;22;4,38;202310-202312;22;Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);Forelæsninger;Klasseundervisning (holdundervisning);Selvstudie (forberedelse, læsning, hjemmeopgaver);202310-202312;19;19;3,42;11,00;0,00;42,00;32,00;16,00;202310-202312;18;19;3,11;6,00;28,00;39,00;6,00;22,00;202310-202312;20;20;4,00;;;Ingen data;;;;;;;;;;Ingen data;;;;;;;;;Ingen data;;;Ingen data;;;;;;;Ingen data;;;;;;;Ingen data;;;;Ingen data;;;;Ingen data;;;;;;;;;;;;;;Ingen data;
udb2-karakteranimator;791412;www.ug.dk/uddannelser/professionsbacheloruddannelser/sprogogformidlingsuddannelser/animation;580800;Animation;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;791413;Professionshøjskolen VIA University College;791;Viborg;1082;Midtjylland;201910-202209;149;2;;E2022F2023;102;355;24;201911-202111;747;67;11;5;17;Information og kommunikation;Kultur og fritid;Undervisning;Øvrige brancher;93;201910-202306;149;10;;201901-202112;46;24.85;18.3;27.7;;201910-202306;99;5;;201901-202112;35;34.3;17.6;39.5;;140;70;202310-202312;133;133;4,53;202310-202312;136;136;4,46;135;136;4,39;202310-202312;202310-202312;132;133;4,58;40,0;60;126;7,0;33;86;202310-202312;136;136;4,58;4,76;14,29;E2022F2023;0,00;80,95;202310-202312;134;135;4,66;202310-202312;136;136;4,38;202310-202312;125;135;4,30;202310-202312;132;135;4,16;202310-202312;138;Projektarbejde (både individuelt og i grupper);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Klasseundervisning (holdundervisning);Faglig vejledning fra din underviser;Forelæsninger;202310-202312;128;129;3,50;0,00;13,00;38,00;38,00;13,00;202310-202312;125;129;3,38;4,00;15,00;34,00;31,00;15,00;202310-202312;133;133;4,60;36;36;202310-202312;30;33;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;30;Jeg søgte og blev ansat efter et stillingsopslag;20;Jeg fik job gennem mit netværk;7;Andet;202310-202312;30;53;0;40;3;0;3;3;202310-202312;30;38;202310-202312;30;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Jeg har den uddannelse, som er en forudsætning for jobbet;Andre kompetencer;202310-202312;30;Kreative og innovative kompetencer;Evnen til at samarbejde;Praktiske færdigheder;Tekniske kompetencer;Min evne til at arbejde struktureret og overholde deadlines;202310-202312;30;30;4,03;202310-202312;30;30;4,17;202310-202312;30;0;63;37;;;;;;;;;;Ingen data;
udb2-karakteranimator;999999;www.ug.dk/uddannelser/professionsbacheloruddannelser/sprogogformidlingsuddannelser/animation;580800;Animation;Professionsbacheloruddannelser;Professionsbacheloruddannelse;;999999;Uddannelsen på landsplan;;;;;201910-202209;149;2;;E2022F2023;102;355;24;201911-202111;747;67;11;5;17;Information og kommunikation;Kultur og fritid;Undervisning;Øvrige brancher;93;201910-202306;149;10;;201901-202112;46;24.85;18.3;27.7;;201910-202306;99;5;;201901-202112;35;34.3;17.6;39.5;;140;70;202310-202312;133;133;4,53;202310-202312;136;136;4,46;135;136;4,39;202310-202312;202310-202312;132;133;4,58;40,0;60;126;7,0;33;86;202310-202312;136;136;4,58;4,76;14,29;E2022F2023;0,00;80,95;202310-202312;134;135;4,66;202310-202312;136;136;4,38;202310-202312;125;135;4,30;202310-202312;132;135;4,16;202310-202312;138;Projektarbejde (både individuelt og i grupper);Øvelsestimer (herunder værksteds- og laboratoriearbejde);Klasseundervisning (holdundervisning);Faglig vejledning fra din underviser;Forelæsninger;202310-202312;128;129;3,50;0,00;13,00;38,00;38,00;13,00;202310-202312;125;129;3,38;4,00;15,00;34,00;31,00;15,00;202310-202312;133;133;4,60;36;36;202310-202312;30;33;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;30;Jeg søgte og blev ansat efter et stillingsopslag;20;Jeg fik job gennem mit netværk;7;Andet;202310-202312;30;53;0;40;3;0;3;3;202310-202312;30;38;202310-202312;30;De kompetencer, jeg fik fra uddannelsen;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Jeg har den uddannelse, som er en forudsætning for jobbet;Andre kompetencer;202310-202312;30;Kreative og innovative kompetencer;Evnen til at samarbejde;Praktiske færdigheder;Tekniske kompetencer;Min evne til at arbejde struktureret og overholde deadlines;202310-202312;30;30;4,03;202310-202312;30;30;4,17;202310-202312;30;0;63;37;;;;;;;;;;Ingen data;
udb2-kasamfantropologi;101455;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/oevrigesamfundsvidenskab/antropologi;319,362,319,462,630,000,000,000,000,000;Antropologi;Universitetsuddannelser;Kandidatuddannelse;;101582;Københavns Universitet;101;København;1084;Hovedstaden;201910-202209;181;2;;E2022F2023;3;57;40;201911-202111;2795;22;21;18;39;Offentlig administration, forsvar og politi;Undervisning;Sundhed og socialvæsen;Øvrige brancher;45;201910-202306;218;20;;201901-202112;120;32.65;27.35;36.7;;201910-202306;189;5;;201901-202112;106;44.75;37.9;50.1;;69;42;202310-202312;61;61;3,90;202310-202312;65;66;4,12;65;66;4,32;202310-202312;202310-202312;60;61;3,43;32,0;30;57;15,0;43;92;202310-202312;67;67;3,93;25,00;0,00;E2022F2023;0,00;75,00;202310-202312;64;64;4,50;202310-202312;59;64;3,76;202310-202312;64;64;3,94;202310-202312;62;64;3,39;202310-202312;69;Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Klasseundervisning (holdundervisning);Projektarbejde (både individuelt og i grupper);Gruppearbejde (læsegruppe, studiegruppe);202310-202312;56;56;3,27;4,00;21,00;32,00;30,00;13,00;202310-202312;56;56;3,36;0,00;21,00;30,00;39,00;9,00;202310-202312;61;61;3,74;56;43;202310-202312;56;52;Jeg søgte og blev ansat efter et stillingsopslag;20;Jeg fortsatte i job på den arbejdsplads, hvor jeg havde studiejob;9;Jeg fik job gennem mit netværk;7;Andet;202310-202312;55;18;0;58;0;24;0;0;202310-202312;55;38;202310-202312;51;Studiejob;De kompetencer, jeg fik fra uddannelsen;Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Afsluttende opgave (projekt/speciale);Gode karakterer;202310-202312;48;Analytiske kompetencer;Tilegnelse af ny viden;Formidlingsevner;Anvendelse af teori og metode inden for mit fagområde;Menneskelige kompetencer;202310-202312;50;51;3,78;202310-202312;51;51;3,98;202310-202312;55;4;84;13;;;;;;;;;;Ingen data;
udb2-kasamfantropologi;751431;www.ug.dk/uddannelser/bachelorogkandidatuddannelser/kandidatuddannelser/samfundsvidenskabeligekandidatuddannelser/oevrigesamfundsvidenskab/antropologi;319,362,319,462,630,000,000,000,000,000;Antropologi;Universitetsuddannelser;Kandidatuddannelse;;751465;Aarhus Universitet;751;Aarhus;1082;Midtjylland;201910-202209;124;10;;E2022F2023;12;113;0;201911-202111;2191;24;19;18;39;Undervisning;Offentlig administration, forsvar og politi;Sundhed og socialvæsen;Øvrige brancher;43;201910-202306;119;25;;201901-202112;67;30.5;23.2;34.7;;201910-202306;94;5;;201901-202112;45;42.6;35.7;48.1;;31;39;202310-202312;25;25;4,36;202310-202312;28;29;4,39;28;29;4,39;202310-202312;202310-202312;25;25;4,08;32,0;32;23;10,0;21;65;202310-202312;29;29;4,14;25,00;25,00;E2022F2023;0,00;50,00;202310-202312;28;28;4,46;202310-202312;28;29;4,07;202310-202312;27;28;3,96;202310-202312;28;28;3,86;202310-202312;30;Selvstudie (forberedelse, læsning, hjemmeopgaver);Forelæsninger;Klasseundervisning (holdundervisning);Gruppearbejde (læsegruppe, studiegruppe);Projektarbejde (både individuelt og i grupper);202310-202312;25;25;3,12;0,00;20,00;48,00;32,00;0,00;202310-202312;25;25;3,44;0,00;24,00;24,00;36,00;16,00;202310-202312;25;25;4,04;24;35;202310-202312;22;45;Jeg søgte og blev ansat efter et stillingsopslag;27;Jeg fik job gennem mit netværk;18;Andet;5;Jeg fortsatte i job på den arbejdsplads, hvor jeg skrev opgave / projekt / speciale eller var i praktik;202310-202312;22;5;0;68;5;23;0;5;202310-202312;22;36;202310-202312;22;De kompetencer, jeg fik fra uddannelsen;Afsluttende opgave (projekt/speciale);Netværk (fagligt, privat eller formaliseret med mentor eller lignende);Studiejob;Praktik (praktik, klinik eller projektorienteret forløb hos en offentlig eller privat virksomhed);202310-202312;22;Analytiske kompetencer;Tilegnelse af ny viden;Menneskelige kompetencer;Formidlingsevner;Kulturforståelse;202310-202312;22;22;3,73;202310-202312;22;22;3,95;202310-202312;22;5;95;0;;;;;;;;;;Ingen data;
